customer_id,name,email,dob,balance,status
C100444,Customer 444,user444@example.com,1988-07-05,8128.0,inactive
C100445,Customer 445,user445@example.com,1988-07-12,9472.49,active
C100446,Customer 446,user446@example.com,1988-07-19,9860.01,active
C100447,Customer 447,user447@example.com,1988-07-26,7533.78,pending
C100448,Customer 448 Jr.,user448@example.com,1988-08-02,3762.6,pending
C100449,Customer 449,updated_user449@example.com,1988-08-09,835.01,active
C100450,Customer 450,user450@example.com,1988-08-16,7771.47,active
C100451,Customer 451,user451@example.com,1988-08-23,5584.04,active
C100452,Customer 452,user452@example.com,1988-08-30,4242.22,inactive
C100453,Customer 453,user453@example.com,1988-09-06,9063.54,active
C100454,Customer 454,user454@example.com,1988-09-13,1111.97,active
C100455,Customer 455,user455@example.com,1988-09-20,4926.25,pending
C100456,Customer 456,user456@example.com,1988-09-27,113.54,active
C100457,Customer 457,user457@example.com,1988-10-04,4686.61,active
C100458,Customer 458,user458@example.com,1988-10-11,563.03,active
C100459,Customer 459,user459@example.com,1988-10-18,1188.18,active
C100460,Customer 460,user460@example.com,1988-10-25,1175.26,active
C100461,Customer 461,user461@example.com,1988-11-01,6492.1,active
C100462,Customer 462,user462@example.com,1988-11-08,7460.45,active
C100463,Customer 463,user463@example.com,1988-11-15,5833.69,active
C100464,Customer 464,user464@example.com,1988-11-22,9621.73,pending
C100465,Customer 465,user465@example.com,1988-11-29,3748.71,active
C100466,Customer 466,user466@example.com,1988-12-06,2857.12,pending
C100467,Customer 467,user467@example.com,1988-12-13,8685.99,active
C100468,Customer 468,user468@example.com,1988-12-20,2235.96,inactive
C100469,Customer 469,user469@example.com,1988-12-27,9632.23,inactive
C100470,Customer 470,user470@example.com,1989-01-03,121.54,active
C100471,Customer 471,user471@example.com,1989-01-10,9698.79,inactive
C100472,Customer 472,user472@example.com,1989-01-17,431.6,inactive
C100473,Customer 473,user473@example.com,1989-01-24,8911.43,active
C100474,Customer 474,user474@example.com,1989-01-31,5277.01,active
C100475,Customer 475,user475@example.com,1989-02-07,9929.65,active
C100476,Customer 476,user476@example.com,1989-02-14,737.97,inactive
C100477,Customer 477,user477@example.com,1989-02-21,5538.54,inactive
C100478,Customer 478,user478@example.com,1989-02-28,9693.03,inactive
C100479,Customer 479,user479@example.com,1989-03-07,5230.98,active
C100480,Customer 480,user480@example.com,1989-03-14,6293.99,inactive
C100481,Customer 481,user481@example.com,1989-03-21,6957.49,active
C100482,Customer 482,user482@example.com,1989-03-28,4545.41,active
C100483,Customer 483,user483@example.com,1989-04-04,6275.58,active
C100484,Customer 484,user484@example.com,1989-04-11,5843.14,active
C100485,Customer 485,user485@example.com,1989-04-18,9011.58,active
C100486,Customer 486,user486@example.com,1989-04-25,454.46,active
C100487,Customer 487,user487@example.com,1989-05-02,2809.63,active
C100488,Customer 488,user488@example.com,1989-05-09,9504.11,active
C100489,Customer 489,user489@example.com,1989-05-16,8902.64,active
C100490,Customer 490,user490@example.com,1989-05-23,4556.57,active
C100491,Customer 491,user491@example.com,1989-05-30,6201.33,active
C100492,Customer 492,user492@example.com,1989-06-06,2773.81,active
C100493,Customer 493,user493@example.com,1989-06-13,1881.21,active
C100494,Customer 494,user494@example.com,1989-06-20,4636.98,active
C100495,Customer 495,user495@example.com,1989-06-27,3533.52,active
C100496,Customer 496,user496@example.com,1989-07-04,5836.56,active
C100497,Customer 497,user497@example.com,1989-07-11,777.35,active
C100498,Customer 498,user498@example.com,1989-07-18,9743.95,active
C100499,Customer 499,user499@example.com,1989-07-25,9862.11,inactive
C100500,Customer 500,user500@example.com,1989-08-01,6981.62,active
C100501,Customer 501,updated_user501@example.com,1989-08-08,5360.96,active
C100502,Customer 502,user502@example.com,1989-08-15,3095.28,active
C100503,Customer 503,user503@example.com,1989-08-22,8137.95,active
C100504,Customer 504,user504@example.com,1989-08-29,6847.31,active
C100505,Customer 505,user505@example.com,1989-09-05,1626.17,active
C100506,Customer 506,user506@example.com,1989-09-12,9109.27,active
C100507,Customer 507,user507@example.com,1989-09-19,8225.37,active
C100508,Customer 508,user508@example.com,1989-09-26,9498.0,active
C100509,Customer 509,user509@example.com,1989-10-03,7257.2,inactive
C100510,Customer 510,user510@example.com,1989-10-10,6134.15,inactive
C100511,Customer 511,user511@example.com,1989-10-17,4182.43,inactive
C100512,Customer 512,user512@example.com,1989-10-24,9327.28,pending
C100513,Customer 513,user513@example.com,1989-10-31,8660.64,active
C100514,Customer 514,user514@example.com,1989-11-07,452.19,active
C100515,Customer 515,user515@example.com,1989-11-14,263.67,active
C100516,Customer 516,user516@example.com,1989-11-21,3764.63,active
C100517,Customer 517,user517@example.com,1989-11-28,8105.53,inactive
C100518,Customer 518,user518@example.com,1989-12-05,9872.76,active
C100519,Customer 519,user519@example.com,1989-12-12,1504.17,pending
C100520,Customer 520,user520@example.com,1989-12-19,5941.31,active
C100522,Customer 522,user522@example.com,1990-01-02,9699.14,active
C100523,Customer 523,user523@example.com,1990-01-09,8421.19,active
C100524,Customer 524,user524@example.com,1990-01-16,8383.29,active
C100525,Customer 525,user525@example.com,1990-01-23,4686.93,active
C100526,Customer 526,user526@example.com,1990-01-30,4148.2,active
C100527,Customer 527,user527@example.com,1990-02-06,2734.07,active
C100528,Customer 528 Jr.,user528@example.com,1990-02-13,563.75,inactive
C100529,Customer 529,user529@example.com,1990-02-20,8647.22,active
C100530,Customer 530,user530@example.com,1990-02-27,8129.01,active
C100531,Customer 531,user531@example.com,1990-03-06,9997.18,active
C100532,Customer 532,user532@example.com,1990-03-13,9966.37,inactive
C100533,Customer 533,user533@example.com,1990-03-20,5554.32,active
C100534,Customer 534,user534@example.com,1990-03-27,7689.87,active
C100535,Customer 535,user535@example.com,1990-04-03,9447.66,active
C100536,Customer 536,user536@example.com,1990-04-10,8496.47,active
C100537,Customer 537,user537@example.com,1990-04-17,2473.48,active
C100538,Customer 538,user538@example.com,1990-04-24,4505.44,active
C100539,Customer 539,user539@example.com,1990-05-01,1291.59,pending
C100540,Customer 540,user540@example.com,1990-05-08,9540.51,inactive
C100541,Customer 541,user541@example.com,1990-05-15,6061.75,active
C100542,Customer 542,user542@example.com,1990-05-22,2286.43,active
C100543,Customer 543,user543@example.com,1990-05-29,6717.01,active
C100544,Customer 544,user544@example.com,1990-06-05,6181.28,pending
C100545,Customer 545,user545@example.com,1990-06-12,3581.63,active
C100546,Customer 546,user546@example.com,1990-06-19,1135.58,inactive
C100547,Customer 547,user547@example.com,1990-06-26,6715.73,active
C100548,Customer 548,user548@example.com,1990-07-03,5203.08,active
C100549,Customer 549,user549@example.com,1990-07-10,7723.18,active
C100550,Customer 550,user550@example.com,1990-07-17,5201.64,pending
C100551,Customer 551,user551@example.com,1990-07-24,8521.82,active
C100552,Customer 552,user552@example.com,1990-07-31,5519.07,inactive
C100553,Customer 553,user553@example.com,1990-08-07,5609.38,inactive
C100554,Customer 554,user554@example.com,1990-08-14,8766.54,active
C100555,Customer 555,user555@example.com,1990-08-21,4034.83,active
C100556,Customer 556,user556@example.com,1990-08-28,1340.15,active
C100557,Customer 557,user557@example.com,1990-09-04,287.83,active
C100558,Customer 558,user558@example.com,1990-09-11,7551.37,inactive
C100559,Customer 559,user559@example.com,1990-09-18,6203.1,pending
C100560,Customer 560,user560@example.com,1990-09-25,7040.8,active
C100561,Customer 561,user561@example.com,1990-10-02,2129.64,active
C100562,Customer 562,user562@example.com,1990-10-09,1363.71,inactive
C100563,Customer 563,user563@example.com,1990-10-16,145.45,active
C100564,Customer 564,user564@example.com,1990-10-23,3505.88,inactive
C100565,Customer 565,user565@example.com,1990-10-30,5899.18,active
C100566,Customer 566,user566@example.com,1990-11-06,3922.44,active
C100567,Customer 567,user567@example.com,1990-11-13,4374.75,active
C100568,Customer 568,user568@example.com,1990-11-20,9041.59,active
C100569,Customer 569,user569@example.com,1990-11-27,3482.55,active
C100570,Customer 570,user570@example.com,1990-12-04,5139.89,active
C100571,Customer 571,user571@example.com,1990-12-11,7836.53,active
C100572,Customer 572,user572@example.com,1990-12-18,3965.43,inactive
C100573,Customer 573,user573@example.com,1990-12-25,6220.87,inactive
C100574,Customer 574,user574@example.com,1991-01-01,8623.64,active
C100575,Customer 575,user575@example.com,1991-01-08,9495.21,active
C100576,Customer 576,user576@example.com,1991-01-15,1470.73,active
C100577,Customer 577 Jr.,user577@example.com,1991-01-22,9265.88,active
C100578,Customer 578,user578@example.com,1991-01-29,4921.16,active
C100579,Customer 579,user579@example.com,1991-02-05,2582.44,active
C100580,Customer 580,user580@example.com,1991-02-12,4591.36,active
C100581,Customer 581,user581@example.com,1991-02-19,9800.33,active
C100582,Customer 582,user582@example.com,1991-02-26,4926.18,active
C100583,Customer 583,user583@example.com,1991-03-05,3287.52,active
C100584,Customer 584,user584@example.com,1991-03-12,6334.01,pending
C100585,Customer 585,user585@example.com,1991-03-19,2401.46,active
C100586,Customer 586,user586@example.com,1991-03-26,758.63,active
C100587,Customer 587,user587@example.com,1991-04-02,1288.8,active
C100588,Customer 588,user588@example.com,1991-04-09,1280.46,active
C100589,Customer 589,user589@example.com,1991-04-16,1519.03,inactive
C100590,Customer 590,user590@example.com,1991-04-23,1388.27,active
C100591,Customer 591,user591@example.com,1991-04-30,6408.75,pending
C100592,Customer 592,user592@example.com,1991-05-07,1818.8,active
C100593,Customer 593,user593@example.com,1991-05-14,3456.67,active
C100594,Customer 594,user594@example.com,1991-05-21,8967.88,inactive
C100595,Customer 595,user595@example.com,1991-05-28,4739.62,active
C100596,Customer 596,user596@example.com,1991-06-04,6675.58,active
C100597,Customer 597,user597@example.com,1991-06-11,1723.2,active
C100598,Customer 598,user598@example.com,1991-06-18,2012.5,active
C100599,Customer 599,user599@example.com,1991-06-25,408.69,inactive
C100600,Customer 600,user600@example.com,1991-07-02,1689.35,active
C100601,Customer 601,user601@example.com,1991-07-09,2785.9,active
C100602,Customer 602,user602@example.com,1991-07-16,1770.1,active
C100603,Customer 603,user603@example.com,1991-07-23,887.03,active
C100604,Customer 604,user604@example.com,1991-07-30,1206.36,active
C100605,Customer 605,user605@example.com,1991-08-06,4607.79,active
C100606,Customer 606,user606@example.com,1991-08-13,2063.34,active
C100607,Customer 607,user607@example.com,1991-08-20,3642.7,inactive
C100608,Customer 608,user608@example.com,1991-08-27,5034.17,active
C100609,Customer 609,user609@example.com,1991-09-03,6903.95,active
C100610,Customer 610,user610@example.com,1991-09-10,393.12,inactive
C100611,Customer 611,user611@example.com,1991-09-17,7994.1,active
C100612,Customer 612,user612@example.com,1991-09-24,6279.0,active
C100613,Customer 613,user613@example.com,1991-10-01,817.59,active
C100614,Customer 614,user614@example.com,1991-10-08,8735.79,active
C100615,Customer 615,user615@example.com,1991-10-15,9208.72,active
C100616,Customer 616,user616@example.com,1991-10-22,610.78,pending
C100617,Customer 617,user617@example.com,1991-10-29,2768.78,active
C100618,Customer 618,user618@example.com,1991-11-05,8062.01,active
C100619,Customer 619,user619@example.com,1991-11-12,7482.6,inactive
C100620,Customer 620,user620@example.com,1991-11-19,1845.21,active
C100621,Customer 621,user621@example.com,1991-11-26,2093.49,active
C100622,Customer 622,user622@example.com,1991-12-03,3704.72,active
C100623,Customer 623,user623@example.com,1991-12-10,4845.23,pending
C100624,Customer 624,user624@example.com,1991-12-17,6182.55,active
C100625,Customer 625,user625@example.com,1991-12-24,3689.14,active
C100626,Customer 626,user626@example.com,1991-12-31,4625.35,active
C100627,Customer 627,user627@example.com,1992-01-07,7474.71,active
C100628,Customer 628,user628@example.com,1992-01-14,366.83,active
C100629,Customer 629,user629@example.com,1992-01-21,2524.37,active
C100630,Customer 630,user630@example.com,1992-01-28,7133.5,inactive
C100631,Customer 631,user631@example.com,1992-02-04,8952.07,active
C100632,Customer 632,user632@example.com,1992-02-11,5116.77,active
C100633,Customer 633,user633@example.com,1992-02-18,5321.13,inactive
C100634,Customer 634,user634@example.com,1992-02-25,1071.72,pending
C100635,Customer 635,user635@example.com,1992-03-03,4474.12,active
C100636,Customer 636,user636@example.com,1992-03-10,5326.17,active
C100637,Customer 637,user637@example.com,1992-03-17,2424.71,active
C100638,Customer 638,user638@example.com,1992-03-24,2692.43,pending
C100639,Customer 639,user639@example.com,1992-03-31,3772.84,pending
C100640,Customer 640,user640@example.com,1992-04-07,200.71,active
C100641,Customer 641,user641@example.com,1992-04-14,3220.79,inactive
C100642,Customer 642,user642@example.com,1992-04-21,2114.48,active
C100643,Customer 643,user643@example.com,1992-04-28,3274.97,active
C100644,Customer 644,user644@example.com,1992-05-05,1197.62,active
C100645,Customer 645,user645@example.com,1992-05-12,8905.27,inactive
C100646,Customer 646,user646@example.com,1992-05-19,5935.92,active
C100647,Customer 647,user647@example.com,1992-05-26,6791.02,inactive
C100648,Customer 648,user648@example.com,1992-06-02,7891.71,inactive
C100649,Customer 649,user649@example.com,1992-06-09,4984.42,inactive
C100650,Customer 650,user650@example.com,1992-06-16,869.2,active
C100651,Customer 651,user651@example.com,1992-06-23,5371.07,active
C100652,Customer 652,user652@example.com,1992-06-30,5868.41,active
C100653,Customer 653,user653@example.com,1992-07-07,7454.39,active
C100654,Customer 654,user654@example.com,1992-07-14,4316.6,active
C100655,Customer 655,user655@example.com,1992-07-21,1275.8,pending
C100656,Customer 656,user656@example.com,1992-07-28,2837.76,active
C100657,Customer 657,user657@example.com,1992-08-04,3630.82,active
C100658,Customer 658,user658@example.com,1992-08-11,6459.17,active
C100659,Customer 659,user659@example.com,1992-08-18,5707.78,active
C100660,Customer 660,user660@example.com,1992-08-25,3809.65,active
C100661,Customer 661,user661@example.com,1992-09-01,9865.15,active
C100662,Customer 662,user662@example.com,1992-09-08,6057.75,pending
C100663,Customer 663,user663@example.com,1992-09-15,2372.27,active
C100664,Customer 664 Jr.,user664@example.com,1992-09-22,1017.82,pending
C100665,Customer 665,user665@example.com,1992-09-29,1528.59,inactive
C100666,Customer 666,user666@example.com,1992-10-06,2459.58,active
C100667,Customer 667,user667@example.com,1992-10-13,1606.81,pending
C100668,Customer 668,user668@example.com,1992-10-20,1865.67,active
C100669,Customer 669,user669@example.com,1992-10-27,2850.95,inactive
C100670,Customer 670,user670@example.com,1992-11-03,1733.74,active
C100671,Customer 671,user671@example.com,1992-11-10,8967.65,inactive
C100672,Customer 672,user672@example.com,1992-11-17,802.34,inactive
C100673,Customer 673,user673@example.com,1992-11-24,5245.11,inactive
C100674,Customer 674,user674@example.com,1992-12-01,4103.97,inactive
C100675,Customer 675,user675@example.com,1992-12-08,9823.79,active
C100676,Customer 676,user676@example.com,1992-12-15,1120.39,active
C100677,Customer 677,user677@example.com,1992-12-22,3978.56,active
C100678,Customer 678,user678@example.com,1992-12-29,9694.7,active
C100679,Customer 679,user679@example.com,1993-01-05,8655.07,active
C100680,Customer 680,user680@example.com,1993-01-12,8170.72,active
C100681,Customer 681,user681@example.com,1993-01-19,2579.03,pending
C100682,Customer 682,user682@example.com,1993-01-26,1708.88,active
C100684,Customer 684,user684@example.com,1993-02-09,9293.76,active
C100685,Customer 685,user685@example.com,1993-02-16,5567.63,inactive
C100686,Customer 686,user686@example.com,1993-02-23,5716.13,pending
C100687,Customer 687,user687@example.com,1993-03-02,2799.79,active
C100688,Customer 688,user688@example.com,1993-03-09,7694.93,active
C100689,Customer 689,user689@example.com,1993-03-16,1870.44,inactive
C100691,Customer 691,user691@example.com,1993-03-30,4254.36,active
C100692,Customer 692,user692@example.com,1993-04-06,5076.1,active
C100693,Customer 693,user693@example.com,1993-04-13,2424.1,active
C100694,Customer 694,user694@example.com,1993-04-20,1148.37,active
C100695,Customer 695,user695@example.com,1993-04-27,6106.2,active
C100696,Customer 696,user696@example.com,1993-05-04,2886.31,active
C100697,Customer 697,user697@example.com,1993-05-11,5812.38,active
C100698,Customer 698,user698@example.com,1993-05-18,1543.63,pending
C100699,Customer 699,user699@example.com,1993-05-25,4811.4,active
C100700,Customer 700,user700@example.com,1993-06-01,4807.89,pending
C100701,Customer 701,user701@example.com,1993-06-08,518.24,active
C100702,Customer 702,user702@example.com,1993-06-15,3366.04,active
C100703,Customer 703,user703@example.com,1993-06-22,1344.15,active
C100704,Customer 704,user704@example.com,1993-06-29,633.75,active
C100705,Customer 705,user705@example.com,1993-07-06,9899.6,active
C100706,Customer 706,user706@example.com,1993-07-13,3223.54,active
C100707,Customer 707,user707@example.com,1993-07-20,8098.74,active
C100708,Customer 708,user708@example.com,1993-07-27,2546.41,active
C100709,Customer 709,user709@example.com,1993-08-03,6815.03,active
C100710,Customer 710,user710@example.com,1993-08-10,7602.28,active
C100711,Customer 711,user711@example.com,1993-08-17,5956.39,active
C100712,Customer 712,user712@example.com,1993-08-24,4715.76,inactive
C100713,Customer 713,user713@example.com,1993-08-31,4118.41,active
C100714,Customer 714,user714@example.com,1993-09-07,3488.68,active
C100715,Customer 715,user715@example.com,1993-09-14,9295.29,pending
C100716,Customer 716,updated_user716@example.com,1993-09-21,8306.19,active
C100718,Customer 718,user718@example.com,1993-10-05,1242.97,pending
C100719,Customer 719,user719@example.com,1993-10-12,7308.67,active
C100720,Customer 720,user720@example.com,1993-10-19,9383.4,active
C100721,Customer 721,user721@example.com,1993-10-26,1812.33,active
C100722,Customer 722,user722@example.com,1993-11-02,664.96,active
C100723,Customer 723,user723@example.com,1993-11-09,7411.21,active
C100724,Customer 724,user724@example.com,1993-11-16,5744.73,active
C100725,Customer 725,user725@example.com,1993-11-23,8418.29,active
C100726,Customer 726,user726@example.com,1993-11-30,1397.72,active
C100727,Customer 727,user727@example.com,1993-12-07,7952.67,pending
C100728,Customer 728 Jr.,user728@example.com,1993-12-14,2016.27,inactive
C100729,Customer 729,user729@example.com,1993-12-21,1636.56,active
C100730,Customer 730,user730@example.com,1993-12-28,1642.66,active
C100731,Customer 731,user731@example.com,1994-01-04,8145.75,active
C100732,Customer 732,user732@example.com,1994-01-11,6651.97,active
C100733,Customer 733,user733@example.com,1994-01-18,5230.65,active
C100734,Customer 734,user734@example.com,1994-01-25,3588.3,active
C100735,Customer 735,user735@example.com,1994-02-01,8772.01,inactive
C100736,Customer 736,user736@example.com,1994-02-08,3924.45,active
C100737,Customer 737,user737@example.com,1994-02-15,8165.99,active
C100738,Customer 738,user738@example.com,1994-02-22,4391.35,active
C100739,Customer 739,user739@example.com,1994-03-01,3769.44,active
C100740,Customer 740,user740@example.com,1994-03-08,4626.8,inactive
C100741,Customer 741,user741@example.com,1994-03-15,3013.78,inactive
C100742,Customer 742,user742@example.com,1994-03-22,7476.09,inactive
C100743,Customer 743,user743@example.com,1994-03-29,5027.2,active
C100744,Customer 744,user744@example.com,1994-04-05,2322.13,active
C100745,Customer 745,user745@example.com,1994-04-12,8995.75,active
C100746,Customer 746,user746@example.com,1994-04-19,3838.91,active
C100747,Customer 747 Jr.,user747@example.com,1994-04-26,5435.53,active
C100748,Customer 748,user748@example.com,1994-05-03,9064.72,inactive
C100749,Customer 749,user749@example.com,1994-05-10,6242.38,active
C100750,Customer 750,user750@example.com,1994-05-17,1168.98,active
C100751,Customer 751,user751@example.com,1994-05-24,9398.32,active
C100752,Customer 752,user752@example.com,1994-05-31,6277.08,active
C100753,Customer 753,user753@example.com,1994-06-07,3349.06,active
C100754,Customer 754,user754@example.com,1994-06-14,1392.72,pending
C100755,Customer 755,user755@example.com,1994-06-21,7940.25,inactive
C100756,Customer 756,user756@example.com,1994-06-28,6200.73,pending
C100757,Customer 757,user757@example.com,1994-07-05,5334.61,active
C100758,Customer 758,user758@example.com,1994-07-12,8938.93,active
C100759,Customer 759,user759@example.com,1994-07-19,7885.97,active
C100760,Customer 760,user760@example.com,1994-07-26,1516.75,active
C100761,Customer 761,user761@example.com,1994-08-02,3117.22,inactive
C100762,Customer 762,user762@example.com,1994-08-09,2484.89,active
C100763,Customer 763,user763@example.com,1994-08-16,7439.46,active
C100764,Customer 764,user764@example.com,1994-08-23,335.32,active
C100765,Customer 765,user765@example.com,1994-08-30,5698.9,active
C100766,Customer 766,user766@example.com,1994-09-06,7624.59,inactive
C100767,Customer 767,user767@example.com,1994-09-13,8767.66,active
C100768,Customer 768,user768@example.com,1994-09-20,3420.82,active
C100769,Customer 769,user769@example.com,1994-09-27,8212.57,active
C100770,Customer 770,user770@example.com,1994-10-04,1106.32,active
C100771,Customer 771,updated_user771@example.com,1994-10-11,8464.52,inactive
C100772,Customer 772,user772@example.com,1994-10-18,1274.89,inactive
C100773,Customer 773,user773@example.com,1994-10-25,3972.87,pending
C100774,Customer 774 Jr.,user774@example.com,1994-11-01,7972.95,inactive
C100775,Customer 775,user775@example.com,1994-11-08,1499.17,active
C100776,Customer 776,user776@example.com,1994-11-15,2292.51,active
C100777,Customer 777,user777@example.com,1994-11-22,7222.53,active
C100778,Customer 778,user778@example.com,1994-11-29,7200.37,active
C100779,Customer 779,user779@example.com,1994-12-06,6411.48,inactive
C100780,Customer 780,user780@example.com,1994-12-13,6939.48,active
C100781,Customer 781,user781@example.com,1994-12-20,5427.24,pending
C100782,Customer 782,user782@example.com,1994-12-27,2517.99,active
C100783,Customer 783,user783@example.com,1995-01-03,3456.96,active
C100784,Customer 784,user784@example.com,1995-01-10,1815.98,active
C100785,Customer 785,user785@example.com,1995-01-17,9084.51,inactive
C100786,Customer 786,user786@example.com,1995-01-24,5833.92,active
C100787,Customer 787,user787@example.com,1995-01-31,4008.51,active
C100788,Customer 788,user788@example.com,1995-02-07,4620.06,active
C100789,Customer 789,user789@example.com,1995-02-14,9472.83,active
C100790,Customer 790,user790@example.com,1995-02-21,1533.51,active
C100791,Customer 791,user791@example.com,1995-02-28,5862.3,inactive
C100792,Customer 792,user792@example.com,1995-03-07,5058.89,active
C100793,Customer 793,user793@example.com,1995-03-14,6114.54,active
C100794,Customer 794,user794@example.com,1995-03-21,181.1,active
C100795,Customer 795,user795@example.com,1995-03-28,7876.58,active
C100796,Customer 796,user796@example.com,1995-04-04,9321.18,inactive
C100797,Customer 797,user797@example.com,1995-04-11,5651.33,active
C100798,Customer 798,user798@example.com,1995-04-18,6966.51,active
C100799,Customer 799,user799@example.com,1995-04-25,9224.99,active
C100800,Customer 800,user800@example.com,1995-05-02,7072.39,pending
C100801,Customer 801,user801@example.com,1995-05-09,1525.39,inactive
C100802,Customer 802,user802@example.com,1995-05-16,5762.88,active
C100803,Customer 803,user803@example.com,1995-05-23,6067.15,active
C100804,Customer 804,user804@example.com,1995-05-30,4241.31,active
C100805,Customer 805,user805@example.com,1995-06-06,7364.44,inactive
C100806,Customer 806,user806@example.com,1995-06-13,9343.67,active
C100807,Customer 807,user807@example.com,1995-06-20,9255.69,active
C100808,Customer 808,user808@example.com,1995-06-27,4508.39,active
C100809,Customer 809,user809@example.com,1995-07-04,1132.38,active
C100810,Customer 810,user810@example.com,1995-07-11,9848.41,active
C100811,Customer 811,user811@example.com,1995-07-18,8388.98,inactive
C100812,Customer 812,user812@example.com,1995-07-25,1246.63,active
C100813,Customer 813,user813@example.com,1995-08-01,9208.42,active
C100814,Customer 814,user814@example.com,1995-08-08,8698.96,active
C100815,Customer 815,user815@example.com,1995-08-15,5188.38,pending
C100816,Customer 816,user816@example.com,1995-08-22,5912.75,active
C100817,Customer 817,user817@example.com,1995-08-29,3990.03,inactive
C100818,Customer 818,user818@example.com,1995-09-05,547.62,active
C100819,Customer 819,user819@example.com,1995-09-12,3351.97,active
C100820,Customer 820,user820@example.com,1995-09-19,8028.53,active
C100821,Customer 821,user821@example.com,1995-09-26,46.32,active
C100822,Customer 822,user822@example.com,1995-10-03,3334.99,active
C100823,Customer 823,user823@example.com,1995-10-10,3981.69,inactive
C100824,Customer 824,user824@example.com,1995-10-17,5373.96,active
C100825,Customer 825,user825@example.com,1995-10-24,9198.56,active
C100826,Customer 826,user826@example.com,1995-10-31,3463.46,active
C100827,Customer 827,user827@example.com,1995-11-07,3469.53,pending
C100828,Customer 828,user828@example.com,1995-11-14,7375.01,inactive
C100829,Customer 829,user829@example.com,1995-11-21,4522.18,active
C100830,Customer 830,user830@example.com,1995-11-28,2246.05,pending
C100831,Customer 831,user831@example.com,1995-12-05,4524.4,active
C100832,Customer 832,user832@example.com,1995-12-12,1408.57,active
C100833,Customer 833,user833@example.com,1995-12-19,1763.87,inactive
C100834,Customer 834,user834@example.com,1995-12-26,4983.68,inactive
C100835,Customer 835,user835@example.com,1996-01-02,4189.25,active
C100836,Customer 836,user836@example.com,1996-01-09,9148.46,active
C100837,Customer 837,user837@example.com,1996-01-16,3623.94,active
C100838,Customer 838,user838@example.com,1996-01-23,5805.88,pending
C100839,Customer 839,user839@example.com,1996-01-30,6322.64,active
C100840,Customer 840,updated_user840@example.com,1996-02-06,130.94,active
C100841,Customer 841,user841@example.com,1996-02-13,6635.37,active
C100842,Customer 842,user842@example.com,1996-02-20,1780.36,active
C100843,Customer 843,user843@example.com,1996-02-27,9610.7,active
C100844,Customer 844,user844@example.com,1996-03-05,1486.63,pending
C100845,Customer 845,user845@example.com,1996-03-12,4146.24,active
C100846,Customer 846,user846@example.com,1996-03-19,853.5,active
C100847,Customer 847,user847@example.com,1996-03-26,9968.74,active
C100848,Customer 848,user848@example.com,1996-04-02,5021.95,inactive
C100849,Customer 849,user849@example.com,1996-04-09,5953.85,active
C100850,Customer 850 Jr.,user850@example.com,1996-04-16,670.76,active
C100851,Customer 851,user851@example.com,1996-04-23,7499.6,inactive
C100852,Customer 852,user852@example.com,1996-04-30,2099.06,inactive
C100853,Customer 853,user853@example.com,1996-05-07,8980.54,inactive
C100854,Customer 854,user854@example.com,1996-05-14,2051.4,pending
C100855,Customer 855,user855@example.com,1996-05-21,1906.88,active
C100856,Customer 856,user856@example.com,1996-05-28,365.5,inactive
C100857,Customer 857,user857@example.com,1996-06-04,4720.67,active
C100858,Customer 858,user858@example.com,1996-06-11,5648.41,inactive
C100859,Customer 859,user859@example.com,1996-06-18,657.09,inactive
C100860,Customer 860,user860@example.com,1996-06-25,7755.28,inactive
C100861,Customer 861,user861@example.com,1996-07-02,4532.89,active
C100862,Customer 862,user862@example.com,1996-07-09,5243.9,active
C100863,Customer 863,user863@example.com,1996-07-16,4407.63,active
C100864,Customer 864,user864@example.com,1996-07-23,4007.63,pending
C100865,Customer 865,user865@example.com,1996-07-30,5596.4,pending
C100866,Customer 866 Jr.,user866@example.com,1996-08-06,1552.4,active
C100867,Customer 867,user867@example.com,1996-08-13,1819.28,active
C100868,Customer 868,user868@example.com,1996-08-20,8617.86,active
C100869,Customer 869,user869@example.com,1996-08-27,9461.15,inactive
C100870,Customer 870,user870@example.com,1996-09-03,3733.09,inactive
C100871,Customer 871,user871@example.com,1996-09-10,2707.45,active
C100872,Customer 872,user872@example.com,1996-09-17,6440.0,active
C100873,Customer 873,user873@example.com,1996-09-24,4087.34,inactive
C100874,Customer 874,user874@example.com,1996-10-01,253.86,inactive
C100875,Customer 875,user875@example.com,1996-10-08,1561.53,active
C100876,Customer 876,user876@example.com,1996-10-15,7159.72,active
C100877,Customer 877,user877@example.com,1996-10-22,6589.24,inactive
C100878,Customer 878,user878@example.com,1996-10-29,270.96,active
C100879,Customer 879,user879@example.com,1996-11-05,2219.72,active
C100880,Customer 880,user880@example.com,1996-11-12,2310.75,active
C100881,Customer 881,user881@example.com,1996-11-19,6718.93,inactive
C100882,Customer 882,user882@example.com,1996-11-26,197.11,active
C100883,Customer 883,user883@example.com,1996-12-03,1041.09,inactive
C100884,Customer 884,user884@example.com,1996-12-10,7999.16,active
C100885,Customer 885,user885@example.com,1996-12-17,1785.45,active
C100886,Customer 886,user886@example.com,1996-12-24,6527.46,active
C100887,Customer 887,user887@example.com,1996-12-31,2381.83,active
C100888,Customer 888,user888@example.com,1997-01-07,994.41,inactive
C100889,Customer 889,user889@example.com,1997-01-14,2431.72,pending
C100890,Customer 890,user890@example.com,1997-01-21,7222.67,active
